repo_a,repo_b,target_score_a,target_score_b,predicted_ratio,human_choice,human_multiplier,human_preference,predicted_preference,directional_agreement,ratio_error,parent,juror
https://github.com/erigontech/erigon,https://github.com/hyperledger/besu,6.46,5.809999999999999,1.1118760757314976,2.0,5.27,B,A,False,1.7680791094839616,ethereum,L1Juror1
https://github.com/chainsafe/web3.js,https://github.com/paradigmxyz/reth,5.470000000000001,4.829999999999998,1.1325051759834375,1.0,2.22,A,A,True,0.6730750471147791,ethereum,L1Juror1
https://github.com/erigontech/erigon,https://github.com/ethereum/go-ethereum,6.46,8.02,0.8054862842892768,2.0,10.55,B,B,True,2.1398167558381633,ethereum,L1Juror1
https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/ethers-io/ethers.js,6.31,5.789999999999999,1.0898100172711573,2.0,4.0,B,Equal,False,1.4722977460881086,ethereum,L1Juror1
https://github.com/erigontech/erigon,https://github.com/ethereum/web3.py,6.46,5.38,1.2007434944237918,1.0,50.0,A,A,True,3.7290820618073286,ethereum,L1Juror10
https://github.com/prysmaticlabs/prysm,https://github.com/hyperledger/besu,6.939999999999999,5.809999999999999,1.1944922547332186,1.0,3.0,A,A,True,0.9208910850132165,ethereum,L1Juror10
https://github.com/safe-global/safe-smart-account,https://github.com/paradigmxyz/reth,5.760000000000002,4.829999999999998,1.1925465838509324,1.0,1.5,A,A,True,0.22937410106484524,ethereum,L1Juror10
https://github.com/vyperlang/vyper,https://github.com/ethereum/go-ethereum,6.289999999999999,8.02,0.78428927680798,2.0,10.0,B,B,True,2.0596077418279712,ethereum,L1Juror10
https://github.com/hyperledger/besu,https://github.com/grandinetech/grandine,5.809999999999999,3.349999999999999,1.7343283582089553,1.0,50.0,A,A,True,3.361402780401301,ethereum,L1Juror11
https://github.com/erigontech/erigon,https://github.com/sigp/lighthouse,6.46,7.139999999999999,0.9047619047619049,2.0,5.0,B,B,True,1.509354453877118,ethereum,L1Juror11
https://github.com/grandinetech/grandine,https://github.com/ethereum/solidity,3.349999999999999,8.12,0.41256157635467977,2.0,40.0,B,B,True,2.8035096457773245,ethereum,L1Juror11
https://github.com/chainsafe/web3.js,https://github.com/a16z/helios,5.470000000000001,3.63,1.506887052341598,1.0,5.0,A,A,True,1.1993919442769698,ethereum,L1Juror13
https://github.com/chainsafe/lodestar,https://github.com/safe-global/safe-smart-account,5.069999999999999,5.760000000000002,0.880208333333333,1.0,8.0,A,B,False,2.207038198784544,ethereum,L1Juror13
https://github.com/paradigmxyz/reth,https://github.com/vyperlang/vyper,4.829999999999998,6.289999999999999,0.7678855325914148,1.0,3.0,A,B,False,1.3627268917159778,ethereum,L1Juror13
https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/nethermindeth/nethermind,6.31,6.789999999999999,0.9293078055964654,2.0,5.0,B,Equal,False,1.5361226474166174,ethereum,L1Juror13
https://github.com/status-im/nimbus-eth2,https://github.com/erigontech/erigon,6.74,6.46,1.043343653250774,2.0,1.5,B,Equal,False,0.4478957152378697,ethereum,L1Juror13
https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/paradigmxyz/reth,3.9999999999999996,4.829999999999998,0.8281573498964805,2.0,4.0,B,B,True,1.1977422545753,ethereum,L1Juror13
https://github.com/ethereum/fe,https://github.com/hyperledger-web3j/web3j,3.78,4.109999999999999,0.9197080291970804,2.0,5.0,B,Equal,False,1.5257388935574534,ethereum,L1Juror13
https://github.com/ethers-io/ethers.js,https://github.com/nomicfoundation/hardhat,5.789999999999999,4.889999999999999,1.1840490797546013,1.0,3.0,A,A,True,0.9296723005699865,ethereum,L1Juror13
https://github.com/ethereum/web3.py,https://github.com/consensys/teku,5.38,6.3599999999999985,0.8459119496855347,2.0,10.0,B,B,True,2.135245089815708,ethereum,L1Juror13
https://github.com/erigontech/erigon,https://github.com/ethereum-lists/chains,6.46,5.000000000000001,1.2919999999999998,1.0,5.0,A,A,True,1.3532465070736903,ethereum,L1Juror13
https://github.com/ethers-io/ethers.js,https://github.com/ethereum/fe,5.789999999999999,3.78,1.5317460317460316,1.0,10.0,A,A,True,1.8761768110406385,ethereum,L1Juror13
https://github.com/ethereum/solidity,https://github.com/nethermindeth/nethermind,8.12,6.789999999999999,1.1958762886597938,1.0,10.0,A,A,True,2.1237058803910642,ethereum,L1Juror14
https://github.com/paradigmxyz/reth,https://github.com/ethereum/solidity,4.829999999999998,8.12,0.5948275862068964,2.0,10.0,B,B,True,1.7831014064849398,ethereum,L1Juror14
https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/solidity,6.74,8.12,0.830049261083744,2.0,10.0,B,B,True,2.116314863744675,ethereum,L1Juror14
https://github.com/chainsafe/web3.js,https://github.com/ethereum/remix-project,5.470000000000001,4.9799999999999995,1.098393574297189,2.0,3.0,B,Equal,False,1.1924610140654384,ethereum,L1Juror14
https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,4.509999999999999,4.889999999999999,0.9222903885480572,2.0,1.5,B,Equal,False,0.3245699581359707,ethereum,L1Juror15
https://github.com/vyperlang/vyper,https://github.com/ethereum/fe,6.289999999999999,3.78,1.664021164021164,2.0,2.0,B,A,False,1.202384241640798,ethereum,L1Juror15
https://github.com/ethereum/py-evm,https://github.com/ethereum/sourcify,6.109999999999999,5.17,1.1818181818181817,2.0,2.5,B,A,False,1.0833448165373212,ethereum,L1Juror15
https://github.com/erigontech/erigon,https://github.com/alloy-rs/alloy,6.46,3.1500000000000004,2.0507936507936506,1.0,4.0,A,A,True,0.6680674961629218,ethereum,L1Juror15
https://github.com/erigontech/erigon,https://github.com/hyperledger-web3j/web3j,6.46,4.109999999999999,1.5717761557177619,1.0,2.5,A,A,True,0.4640844425877877,ethereum,L1Juror15
https://github.com/grandinetech/grandine,https://github.com/chainsafe/lodestar,3.349999999999999,5.069999999999999,0.660749506903353,1.0,2.0,A,B,False,1.1075276523260622,ethereum,L1Juror15
https://github.com/consensys/teku,https://github.com/erigontech/erigon,6.3599999999999985,6.46,0.9845201238390091,1.0,2.5,A,Equal,False,0.931891672316635,ethereum,L1Juror15
https://github.com/safe-global/safe-smart-account,https://github.com/a16z/helios,5.760000000000002,3.63,1.5867768595041327,1.0,20.0,A,A,True,2.5340274471229502,ethereum,L1Juror16
https://github.com/grandinetech/grandine,https://github.com/status-im/nimbus-eth2,3.349999999999999,6.74,0.49703264094955474,2.0,5.0,B,B,True,0.9103383333468593,ethereum,L1Juror17
https://github.com/sigp/lighthouse,https://github.com/ethereumjs/ethereumjs-monorepo,7.139999999999999,6.31,1.131537242472266,1.0,10.0,A,A,True,2.179007993195675,ethereum,L1Juror17
https://github.com/ethers-io/ethers.js,https://github.com/eth-infinitism/account-abstraction,5.789999999999999,6.719999999999999,0.8616071428571429,1.0,100.0,A,B,False,4.754126048938246,ethereum,L1Juror17
https://github.com/eth-infinitism/account-abstraction,https://github.com/alloy-rs/alloy,6.719999999999999,3.1500000000000004,2.133333333333333,2.0,10.0,B,A,False,3.0602707946915615,ethereum,L1Juror17
https://github.com/ethereum/remix-project,https://github.com/ethereum/solidity,4.9799999999999995,8.12,0.6133004926108374,2.0,999.0,B,B,True,6.417854515511529,ethereum,L1Juror17
https://github.com/wevm/viem,https://github.com/vyperlang/vyper,4.509999999999999,6.289999999999999,0.7170111287758346,2.0,20.0,B,B,True,2.6630683563562285,ethereum,L1Juror17
https://github.com/sigp/lighthouse,https://github.com/consensys/teku,7.139999999999999,6.3599999999999985,1.1226415094339623,1.0,1.5,A,A,True,0.2897807091087021,ethereum,L1Juror17
https://github.com/prysmaticlabs/prysm,https://github.com/chainsafe/web3.js,6.939999999999999,5.470000000000001,1.268738574040219,1.0,100.0,A,A,True,4.367147027903269,ethereum,L1Juror17
https://github.com/ethereum/go-ethereum,https://github.com/nomicfoundation/hardhat,8.02,4.889999999999999,1.6400817995910024,1.0,50.0,A,A,True,3.417276887036503,ethereum,L1Juror17
https://github.com/nethermindeth/nethermind,https://github.com/nomicfoundation/hardhat,6.789999999999999,4.889999999999999,1.388548057259714,1.0,50.0,A,A,True,3.5837643673443216,ethereum,L1Juror17
https://github.com/sigp/lighthouse,https://github.com/ethereum/sourcify,7.139999999999999,5.17,1.3810444874274659,2.0,999.0,B,A,False,7.229594866479709,ethereum,L1Juror18
https://github.com/ethereum/web3.py,https://github.com/ethereumjs/ethereumjs-monorepo,5.38,6.31,0.8526148969889066,2.0,10.0,B,B,True,2.1431377906146167,ethereum,L1Juror19
https://github.com/erigontech/erigon,https://github.com/ethereumjs/ethereumjs-monorepo,6.46,6.31,1.0237717908082409,1.0,100.0,A,Equal,False,4.581676544746703,ethereum,L1Juror19
https://github.com/erigontech/erigon,https://github.com/ethereum/py-evm,6.46,6.109999999999999,1.0572831423895255,1.0,100.0,A,Equal,False,4.549467641377086,ethereum,L1Juror19
https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/go-ethereum,5.760000000000002,8.02,0.7182044887780551,2.0,1.0,Equal,B,False,0.33100094717062295,ethereum,L1Juror19
https://github.com/paradigmxyz/reth,https://github.com/ethers-io/ethers.js,4.829999999999998,5.789999999999999,0.8341968911917097,1.0,2.0,A,B,False,0.874433004480368,ethereum,L1Juror19
https://github.com/nethereum/nethereum,https://github.com/hyperledger-web3j/web3j,3.7700000000000005,4.109999999999999,0.9172749391727496,2.0,2.0,B,Equal,False,0.6067991535117216,ethereum,L1Juror19
https://github.com/ethereum/web3.py,https://github.com/ethereum/remix-project,5.38,4.9799999999999995,1.0803212851405624,2.0,2.0,B,Equal,False,0.7704056636970769,ethereum,L1Juror19
https://github.com/alloy-rs/alloy,https://github.com/nethermindeth/nethermind,3.1500000000000004,6.789999999999999,0.463917525773196,2.0,3.0,B,B,True,0.33056379993504703,ethereum,L1Juror19
https://github.com/ethereum/remix-project,https://github.com/vyperlang/titanoboa,4.9799999999999995,1.9600000000000004,2.5408163265306114,1.0,10.0,A,A,True,1.3700996751999104,ethereum,L1Juror19
https://github.com/vyperlang/vyper,https://github.com/ethereum/go-ethereum,6.289999999999999,8.02,0.78428927680798,2.0,90.0,B,B,True,4.256832319164191,ethereum,L1Juror2
https://github.com/status-im/nimbus-eth2,https://github.com/chainsafe/lodestar,6.74,5.069999999999999,1.329388560157791,1.0,3.0,A,A,True,0.8138931813469859,ethereum,L1Juror2
https://github.com/vyperlang/vyper,https://github.com/ethers-io/ethers.js,6.289999999999999,5.789999999999999,1.0863557858376511,2.0,2.0,B,Equal,False,0.7759759596873905,ethereum,L1Juror20
https://github.com/alloy-rs/alloy,https://github.com/consensys/teku,3.1500000000000004,6.3599999999999985,0.4952830188679247,2.0,5.0,B,B,True,0.9068119879196115,ethereum,L1Juror20
https://github.com/nomicfoundation/hardhat,https://github.com/prysmaticlabs/prysm,4.889999999999999,6.939999999999999,0.7046109510086455,2.0,5.0,B,B,True,1.2593284414021677,ethereum,L1Juror20
https://github.com/hyperledger/besu,https://github.com/vyperlang/vyper,5.809999999999999,6.289999999999999,0.9236883942766295,1.0,5.0,A,Equal,False,1.6888184122826297,ethereum,L1Juror20
https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/hyperledger-web3j/web3j,3.9999999999999996,4.109999999999999,0.9732360097323601,2.0,2.0,B,Equal,False,0.6660185131716927,ethereum,L1Juror21
https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethereum/py-evm,3.9999999999999996,6.109999999999999,0.6546644844517184,2.0,4.0,B,B,True,0.9626619490562771,ethereum,L1Juror21
https://github.com/prysmaticlabs/prysm,https://github.com/wevm/viem,6.939999999999999,4.509999999999999,1.5388026607538803,1.0,5.0,A,A,True,1.178433291429974,ethereum,L1Juror22
https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/nomicfoundation/hardhat,6.31,4.889999999999999,1.2903885480572599,2.0,2.0,B,A,False,0.9480905536262865,ethereum,L1Juror22
https://github.com/sigp/lighthouse,https://github.com/chainsafe/lodestar,7.139999999999999,5.069999999999999,1.408284023668639,1.0,2.0,A,A,True,0.35077522181154414,ethereum,L1Juror22
https://github.com/sigp/lighthouse,https://github.com/scaffold-eth/scaffold-eth-2,7.139999999999999,3.9999999999999996,1.785,1.0,2.0,A,A,True,0.11372876532834297,ethereum,L1Juror22
https://github.com/a16z/helios,https://github.com/ethereum/solidity,3.63,8.12,0.4470443349753695,2.0,4.0,B,B,True,0.5811968552230635,ethereum,L1Juror23
https://github.com/ethereum-lists/chains,https://github.com/ethereum/web3.py,5.000000000000001,5.38,0.9293680297397772,2.0,2.0,B,Equal,False,0.6198967188203528,ethereum,L1Juror24
https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/remix-project,6.74,4.9799999999999995,1.353413654618474,1.0,2.0,A,A,True,0.39051714667229104,ethereum,L1Juror24
https://github.com/ethereum/solidity,https://github.com/eth-infinitism/account-abstraction,8.12,6.719999999999999,1.2083333333333335,1.0,5.0,A,A,True,1.4201959127955717,ethereum,L1Juror24
https://github.com/ethereum/sourcify,https://github.com/erigontech/erigon,5.17,6.46,0.8003095975232198,2.0,10.0,B,B,True,2.0798284637198727,ethereum,L1Juror24
https://github.com/foundry-rs/foundry,https://github.com/ethereumjs/ethereumjs-monorepo,4.97,6.31,0.7876386687797148,2.0,3.0,B,B,True,0.8598964522235254,ethereum,L1Juror24
https://github.com/sigp/lighthouse,https://github.com/nethereum/nethereum,7.139999999999999,3.7700000000000005,1.8938992042440312,1.0,5.0,A,A,True,0.9708001375425269,ethereum,L1Juror24
https://github.com/nethermindeth/nethermind,https://github.com/nethereum/nethereum,6.789999999999999,3.7700000000000005,1.8010610079575593,1.0,10.0,A,A,True,1.7142091528833607,ethereum,L1Juror24
https://github.com/alloy-rs/alloy,https://github.com/ethereum/sourcify,3.1500000000000004,5.17,0.6092843326885881,1.0,5.0,A,B,False,2.104908148116896,ethereum,L1Juror24
https://github.com/consensys/teku,https://github.com/ethereum/sourcify,6.3599999999999985,5.17,1.2301740812379107,1.0,20.0,A,A,True,2.788576584722298,ethereum,L1Juror24
https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,4.509999999999999,5.93,0.7605396290050589,2.0,50.0,B,B,True,3.638295945933099,ethereum,L1Juror24
https://github.com/ethers-io/ethers.js,https://github.com/paradigmxyz/reth,5.789999999999999,4.829999999999998,1.1987577639751554,2.0,30.0,B,A,False,3.5824832055825784,ethereum,L1Juror25
https://github.com/sigp/lighthouse,https://github.com/ethereum/web3.py,7.139999999999999,5.38,1.3271375464684012,2.0,2.0,B,A,False,0.9761715827377451,ethereum,L1Juror25
https://github.com/hyperledger/besu,https://github.com/scaffold-eth/scaffold-eth-2,5.809999999999999,3.9999999999999996,1.4525,2.0,2.0,B,A,False,1.0664333903038745,ethereum,L1Juror26
https://github.com/ethers-io/ethers.js,https://github.com/hyperledger/besu,5.789999999999999,5.809999999999999,0.9965576592082617,1.0,5.0,A,Equal,False,1.6128861917130162,ethereum,L1Juror27
https://github.com/consensys/teku,https://github.com/hyperledger-web3j/web3j,6.3599999999999985,4.109999999999999,1.5474452554744524,2.0,5.0,B,A,False,2.0460432612779877,ethereum,L1Juror27
https://github.com/sigp/lighthouse,https://github.com/safe-global/safe-smart-account,7.139999999999999,5.760000000000002,1.2395833333333328,2.0,5.0,B,A,False,1.8242132140777931,ethereum,L1Juror27
https://github.com/grandinetech/grandine,https://github.com/ethereum/go-ethereum,3.349999999999999,8.02,0.4177057356608478,2.0,22.0,B,B,True,2.2180643773168676,ethereum,L1Juror27
https://github.com/consensys/teku,https://github.com/grandinetech/grandine,6.3599999999999985,3.349999999999999,1.8985074626865672,1.0,28.0,A,A,True,2.691136478660148,ethereum,L1Juror27
https://github.com/ethereum/go-ethereum,https://github.com/ethereum/web3.py,8.02,5.38,1.4907063197026023,1.0,5.0,A,A,True,1.2101878647293702,ethereum,L1Juror27
https://github.com/sigp/lighthouse,https://github.com/nomicfoundation/hardhat,7.139999999999999,4.889999999999999,1.460122699386503,2.0,5.0,B,A,False,1.9879583852988127,ethereum,L1Juror27
https://github.com/alloy-rs/alloy,https://github.com/ethereum/solidity,3.1500000000000004,8.12,0.3879310344827587,2.0,5.0,B,B,True,0.6625102110980555,ethereum,L1Juror27
https://github.com/grandinetech/grandine,https://github.com/scaffold-eth/scaffold-eth-2,3.349999999999999,3.9999999999999996,0.8374999999999999,2.0,3.0,B,B,True,0.9212782733851941,ethereum,L1Juror27
https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/fe,5.760000000000002,3.78,1.5238095238095244,1.0,10.0,A,A,True,1.881371627917742,ethereum,L1Juror27
https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/vyperlang/titanoboa,6.31,1.9600000000000004,3.21938775510204,1.0,3.5,A,A,True,0.08357176518467235,ethereum,L1Juror28
https://github.com/erigontech/erigon,https://github.com/ethereum/go-ethereum,6.46,8.02,0.8054862842892768,2.0,10.0,B,B,True,2.086275988910133,ethereum,L1Juror28
https://github.com/ethereum-lists/chains,https://github.com/nethereum/nethereum,5.000000000000001,3.7700000000000005,1.3262599469496021,2.0,2.0,B,A,False,0.9755100915341263,ethereum,L1Juror28
https://github.com/status-im/nimbus-eth2,https://github.com/chainsafe/lodestar,6.74,5.069999999999999,1.329388560157791,1.0,2.0,A,A,True,0.4084280732388213,ethereum,L1Juror28
https://github.com/paradigmxyz/reth,https://github.com/nethermindeth/nethermind,4.829999999999998,6.789999999999999,0.7113402061855668,1.0,7.5,A,B,False,2.3555074944483883,ethereum,L1Juror28
https://github.com/ethereum/sourcify,https://github.com/consensys/teku,5.17,6.3599999999999985,0.8128930817610065,2.0,5.0,B,B,True,1.4022822236024075,ethereum,L1Juror28
https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethereum-lists/chains,3.9999999999999996,5.000000000000001,0.7999999999999998,1.0,8.0,A,B,False,2.302585092994046,ethereum,L1Juror28
https://github.com/sigp/lighthouse,https://github.com/grandinetech/grandine,7.139999999999999,3.349999999999999,2.1313432835820896,1.0,10.0,A,A,True,1.545832662479528,ethereum,L1Juror28
https://github.com/paradigmxyz/reth,https://github.com/ethereum/remix-project,4.829999999999998,4.9799999999999995,0.9698795180722889,1.0,5.0,A,Equal,False,1.6400213358061808,ethereum,L1Juror28
https://github.com/erigontech/erigon,https://github.com/foundry-rs/foundry,6.46,4.97,1.2997987927565393,2.0,20.0,B,A,False,3.257941751239964,ethereum,L1Juror28
https://github.com/ethereum/go-ethereum,https://github.com/status-im/nimbus-eth2,8.02,6.74,1.1899109792284865,2.0,2.0,B,A,False,0.8670256775141527,ethereum,L1Juror29
https://github.com/consensys/teku,https://github.com/erigontech/erigon,6.3599999999999985,6.46,0.9845201238390091,2.0,1.0,Equal,Equal,True,0.015600940442479887,ethereum,L1Juror29
https://github.com/ethers-io/ethers.js,https://github.com/openzeppelin/openzeppelin-contracts,5.789999999999999,5.93,0.9763912310286676,1.0,4.0,A,Equal,False,1.410186282544621,ethereum,L1Juror29
https://github.com/ethereum/remix-project,https://github.com/status-im/nimbus-eth2,4.9799999999999995,6.74,0.7388724035608307,1.0,10.0,A,B,False,2.6052151268817,ethereum,L1Juror29
https://github.com/vyperlang/titanoboa,https://github.com/consensys/teku,1.9600000000000004,6.3599999999999985,0.30817610062893097,2.0,3.0,B,B,True,0.07847161544149461,ethereum,L1Juror29
https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/alloy-rs/alloy,3.9999999999999996,3.1500000000000004,1.2698412698412695,2.0,5.0,B,A,False,1.848329820716449,ethereum,L1Juror29
https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethers-io/ethers.js,3.9999999999999996,5.789999999999999,0.690846286701209,2.0,3.0,B,B,True,0.7287743582030966,ethereum,L1Juror29
https://github.com/ethereum/go-ethereum,https://github.com/consensys/teku,8.02,6.3599999999999985,1.2610062893081764,1.0,10.0,A,A,True,2.0706750484676535,ethereum,L1Juror29
https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/web3.py,5.760000000000002,5.38,1.0706319702602234,2.0,2.0,B,Equal,False,0.7613962810940524,ethereum,L1Juror29
https://github.com/eth-infinitism/account-abstraction,https://github.com/chainsafe/lodestar,6.719999999999999,5.069999999999999,1.3254437869822484,1.0,2.0,A,A,True,0.411399843627979,ethereum,L1Juror29
https://github.com/ethereum/sourcify,https://github.com/nethereum/nethereum,5.17,3.7700000000000005,1.3713527851458884,2.0,2.0,B,A,False,1.0089448676203636,ethereum,L1Juror29
https://github.com/prysmaticlabs/prysm,https://github.com/ethereum/remix-project,6.939999999999999,4.9799999999999995,1.3935742971887548,1.0,10.0,A,A,True,1.9707132095118944,ethereum,L1Juror3
https://github.com/hyperledger/besu,https://github.com/ethereum/go-ethereum,5.809999999999999,8.02,0.724438902743142,2.0,5.0,B,B,True,1.2870800614194968,ethereum,L1Juror30
https://github.com/prysmaticlabs/prysm,https://github.com/status-im/nimbus-eth2,6.939999999999999,6.74,1.0296735905044507,1.0,1.1,Equal,Equal,True,0.06606833020982776,ethereum,L1Juror4
https://github.com/chainsafe/lodestar,https://github.com/paradigmxyz/reth,5.069999999999999,4.829999999999998,1.0496894409937891,1.0,1.5,A,Equal,False,0.3569707581695536,ethereum,L1Juror4
https://github.com/erigontech/erigon,https://github.com/eth-infinitism/account-abstraction,6.46,6.719999999999999,0.961309523809524,1.0,6.0,A,Equal,False,1.8312183059686025,ethereum,L1Juror4
https://github.com/ethereum/remix-project,https://github.com/paradigmxyz/reth,4.9799999999999995,4.829999999999998,1.0310559006211182,1.0,1.5,A,Equal,False,0.37488168473608396,ethereum,L1Juror5
https://github.com/prysmaticlabs/prysm,https://github.com/ethereum/go-ethereum,6.939999999999999,8.02,0.8653366583541146,2.0,4.0,B,B,True,1.2416577137601803,ethereum,L1Juror5
https://github.com/status-im/nimbus-eth2,https://github.com/erigontech/erigon,6.74,6.46,1.043343653250774,1.0,1.1,Equal,Equal,True,0.05287957267461969,ethereum,L1Juror5
https://github.com/status-im/nimbus-eth2,https://github.com/paradigmxyz/reth,6.74,4.829999999999998,1.3954451345755698,2.0,1.1,Equal,A,False,0.42852363706405955,ethereum,L1Juror5
https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,4.509999999999999,5.93,0.7605396290050589,2.0,20.0,B,B,True,2.7220052140589437,ethereum,L1Juror6
https://github.com/ethereum/fe,https://github.com/vyperlang/titanoboa,3.78,1.9600000000000004,1.9285714285714282,2.0,1.0,Equal,A,False,0.6567795363890703,ethereum,L1Juror6
https://github.com/vyperlang/vyper,https://github.com/grandinetech/grandine,6.289999999999999,3.349999999999999,1.8776119402985076,2.0,2.0,B,A,False,1.3231479054353195,ethereum,L1Juror6
https://github.com/nethereum/nethereum,https://github.com/prysmaticlabs/prysm,3.7700000000000005,6.939999999999999,0.5432276657060521,2.0,2.0,B,B,True,0.08292040750115193,ethereum,L1Juror6
https://github.com/grandinetech/grandine,https://github.com/vyperlang/titanoboa,3.349999999999999,1.9600000000000004,1.709183673469387,2.0,1.0,Equal,A,False,0.5360158725945487,ethereum,L1Juror6
https://github.com/nomicfoundation/hardhat,https://github.com/openzeppelin/openzeppelin-contracts,4.889999999999999,5.93,0.8246205733558177,1.0,5.0,A,B,False,1.802269821956954,ethereum,L1Juror6
https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/safe-global/safe-smart-account,5.93,5.760000000000002,1.0295138888888886,2.0,3.0,B,Equal,False,1.1276990269699438,ethereum,L1Juror6
https://github.com/erigontech/erigon,https://github.com/wevm/viem,6.46,4.509999999999999,1.4323725055432377,1.0,2.0,A,A,True,0.33381501628002147,ethereum,L1Juror6
https://github.com/ethereum/go-ethereum,https://github.com/sigp/lighthouse,8.02,7.139999999999999,1.1232492997198882,1.0,1.0,Equal,A,False,0.11622564552693031,ethereum,L1Juror7
https://github.com/chainsafe/lodestar,https://github.com/consensys/teku,5.069999999999999,6.3599999999999985,0.7971698113207548,2.0,1.5,B,B,True,0.17877754835922557,ethereum,L1Juror7
https://github.com/ethereum/py-evm,https://github.com/safe-global/safe-smart-account,6.109999999999999,5.760000000000002,1.0607638888888884,2.0,500.0,B,Equal,False,6.273597396897895,ethereum,L1Juror8
https://github.com/grandinetech/grandine,https://github.com/eth-infinitism/account-abstraction,3.349999999999999,6.719999999999999,0.4985119047619047,2.0,300.0,B,B,True,5.007654665958118,ethereum,L1Juror8
https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/vyperlang/titanoboa,5.93,1.9600000000000004,3.0255102040816317,1.0,100.0,A,A,True,3.4980904462208837,ethereum,L1Juror9
https://github.com/consensys/teku,https://github.com/ethereum/web3.py,6.3599999999999985,5.38,1.182156133828996,2.0,10.0,B,A,False,2.469925096172383,ethereum,L1Juror9
https://github.com/safe-global/safe-smart-account,https://github.com/paradigmxyz/reth,5.760000000000002,4.829999999999998,1.1925465838509324,2.0,8.0,B,A,False,2.255532548723155,ethereum,L1Juror9
https://github.com/foundry-rs/foundry,https://github.com/paradigmxyz/reth,4.97,4.829999999999998,1.0289855072463772,1.0,20.0,A,Equal,False,2.9671589011099346,ethereum,L1Juror9
https://github.com/ethereum/remix-project,https://github.com/prysmaticlabs/prysm,4.9799999999999995,6.939999999999999,0.7175792507204611,2.0,10.0,B,B,True,1.970713209511894,ethereum,L1Juror9
https://github.com/ethereum-lists/chains,https://github.com/ethereum/web3.py,5.000000000000001,5.38,0.9293680297397772,2.0,10.0,B,Equal,False,2.229334631254453,ethereum,L1Juror9
https://github.com/psf/requests,https://github.com/pydantic/pydantic,5.08,4.26,1.1924882629107982,1.0,256.0,A,A,True,5.36913534317045,https://github.com/ethereum/web3.py,L3Juror 1
https://github.com/psf/requests,https://github.com/pydantic/pydantic,5.08,4.26,1.1924882629107982,1.0,64.0,A,A,True,3.98284098205056,https://github.com/ethereum/web3.py,L3Juror2
https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/psf/requests,3.4,5.08,0.6692913385826771,2.0,4.0,B,B,True,0.9847585311516156,https://github.com/vyperlang/titanoboa,L3Juror22
